id,text_string
toolshed.g2.bx.psu.edu/repos/iuc/mummer_delta_filter/mummer_delta_filter/4.0.0beta2+galaxy0,Tool: Delta-Filter. Description: Filters alignment (delta) file from nucmer. Category: Multiple Alignments.
toolshed.g2.bx.psu.edu/repos/iuc/mummer_mummer/mummer_mummer/4.0.0beta2+galaxy0,Tool: Mummer. Description: Align two or more sequences. Category: Multiple Alignments.
toolshed.g2.bx.psu.edu/repos/iuc/mummer_dnadiff/mummer_dnadiff/4.0.0beta2+galaxy0,Tool: DNAdiff. Description: Evaluate similarities/differences between two sequences. Category: Multiple Alignments.
toolshed.g2.bx.psu.edu/repos/iuc/mummer_show_coords/mummer_show_coords/4.0.0beta2+galaxy0,Tool: Show-Coords. Description: Parse delta file and report coordinates and other information. Category: Multiple Alignments.
toolshed.g2.bx.psu.edu/repos/iuc/mummer_mummerplot/mummer_mummerplot/4.0.0beta2+galaxy0,Tool: Mummerplot. Description: Generate 2-D dotplot of aligned sequences. Category: Multiple Alignments.
toolshed.g2.bx.psu.edu/repos/iuc/mummer_nucmer/mummer_nucmer/4.0.0beta2+galaxy0,Tool: Nucmer. Description: Align two or more sequences. Category: Multiple Alignments.
toolshed.g2.bx.psu.edu/repos/iuc/poretools_yield_plot/poretools_yield_plot/0.6.1a1.1,Tool: Collector’s curve. Description: of sequencing yield over time. Category: Nanopore.
toolshed.g2.bx.psu.edu/repos/iuc/poretools_squiggle/poretools_squiggle/0.6.1a1.1,Tool: Plot signals. Description: for nanopore reads. Category: Nanopore.
toolshed.g2.bx.psu.edu/repos/iuc/poretools_qualpos/poretools_qualpos/0.6.1a1.1,Tool: Generate box-whisker. Description: plot of quality score distribution over positions in nanopore reads. Category: Nanopore.
toolshed.g2.bx.psu.edu/repos/iuc/poretools_occupancy/poretools_occupancy/0.6.1a1.1,Tool: Plot performance. Description: per cell in nanopore reads. Category: Nanopore.
toolshed.g2.bx.psu.edu/repos/iuc/poretools_hist/poretools_hist/0.6.1a1.1,Tool: Generate histogram. Description: of nanopore read lengths. Category: Nanopore.
toolshed.g2.bx.psu.edu/repos/iuc/poretools_events/poretools_events/0.6.1a1.1,Tool: Extract nanopore events. Description: from a set of sequencing reads. Category: Nanopore.
toolshed.g2.bx.psu.edu/repos/iuc/nanoplot/nanoplot/1.28.2+galaxy1,Tool: NanoPlot. Description: Plotting suite for Oxford Nanopore sequencing data and alignments. Category: Nanopore.
toolshed.g2.bx.psu.edu/repos/iuc/migmap/migmap/1.0.3,Tool: MiGMAP. Description: mapper for full-length T- and B-cell repertoire sequencing. Category: pRESTO.
toolshed.g2.bx.psu.edu/repos/iuc/trinity_run_de_analysis/trinity_run_de_analysis/2.9.1,Tool: Differential expression analysis. Description: using a Trinity assembly. Category: RNA-seq.
toolshed.g2.bx.psu.edu/repos/iuc/trinity_super_transcripts/trinity_super_transcripts/2.9.1,Tool: Generate SuperTranscripts. Description: from a Trinity assembly. Category: RNA-seq.
toolshed.g2.bx.psu.edu/repos/iuc/trinity_abundance_estimates_to_matrix/trinity_abundance_estimates_to_matrix/2.9.1,Tool: Build expression matrix. Description: for a de novo assembly of RNA-Seq data by Trinity. Category: RNA-seq.
toolshed.g2.bx.psu.edu/repos/iuc/trinity_contig_exn50_statistic/trinity_contig_exn50_statistic/2.9.1,Tool: Compute contig Ex90N50 statistic and Ex90 transcript count. Description: from a Trinity assembly. Category: RNA-seq.
toolshed.g2.bx.psu.edu/repos/iuc/trinity_align_and_estimate_abundance/trinity_align_and_estimate_abundance/2.9.1,Tool: Align reads and estimate abundance. Description: on a de novo assembly of RNA-Seq data. Category: RNA-seq.
toolshed.g2.bx.psu.edu/repos/iuc/trinity_filter_low_expr_transcripts/trinity_filter_low_expr_transcripts/2.9.1,Tool: Filter low expression transcripts. Description: from a Trinity assembly. Category: RNA-seq.
toolshed.g2.bx.psu.edu/repos/iuc/samtools_view/samtools_view/1.9+galaxy1,"Tool: Samtools view. Description: - reformat, filter, or subsample SAM, BAM or CRAM. Category: SAM/BAM."
toolshed.g2.bx.psu.edu/repos/iuc/lofreq_call/lofreq_call/2.1.3.1+galaxy1,Tool: Call variants. Description: with LoFreq. Category: Variant Calling.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_tag2tag/bcftools_plugin_tag2tag/1.10,"Tool: bcftools tag2tag. Description: plugin Convert between similar tags, such as GL and GP. Category: VCF/BCF."
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_query/bcftools_query/1.10,Tool: bcftools query. Description: Extracts fields from VCF/BCF file and prints them in user-defined format. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_dosage/bcftools_plugin_dosage/1.10,Tool: bcftools dosage. Description: plugin genotype dosage. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_annotate/bcftools_annotate/1.10+galaxy1,Tool: bcftools annotate. Description: Annotate and edit VCF/BCF files. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_csq/bcftools_csq/1.10,Tool: bcftools csq. Description: Haplotype aware consequence predictor. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_filter/bcftools_filter/1.10,Tool: bcftools filter. Description: Apply fixed-threshold filters. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_view/bcftools_view/1.10,"Tool: bcftools view. Description: VCF/BCF conversion, view, subset and filter VCF/BCF files. Category: VCF/BCF."
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_call/bcftools_call/1.10,Tool: bcftools call. Description: SNP/indel variant calling from VCF/BCF. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_roh/bcftools_roh/1.10,Tool: bcftools roh. Description: HMM model for detecting runs of homo/autozygosity. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_merge/bcftools_merge/1.10,Tool: bcftools merge. Description: Merge multiple VCF/BCF files from non-overlapping sample sets to create one multi-sample file. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_isec/bcftools_isec/1.10,"Tool: bcftools isec. Description: Create intersections, unions and complements of VCF files. Category: VCF/BCF."
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_fill_tags/bcftools_plugin_fill_tags/1.10,"Tool: bcftools fill-tags. Description: plugin Set INFO tags AF, AN, AC, AC_Hom, AC_Het, AC_Hemi. Category: VCF/BCF."
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_fill_an_ac/bcftools_plugin_fill_an_ac/1.10,Tool: bcftools fill-AN-AC. Description: plugin Fill INFO fields AN and AC. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_stats/bcftools_stats/1.10,Tool: bcftools stats. Description: Parses VCF or BCF and produces stats which can be plotted using plot-vcfstats. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_reheader/bcftools_reheader/1.10,"Tool: bcftools reheader. Description: Modify header of VCF/BCF files, change sample names. Category: VCF/BCF."
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_impute_info/bcftools_plugin_impute_info/1.10,Tool: bcftools impute-info. Description: plugin Add imputation information metrics to the INFO field. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_convert_from_vcf/bcftools_convert_from_vcf/1.10,Tool: bcftools convert from vcf. Description: Converts VCF/BCF to IMPUTE2/SHAPEIT formats. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_consensus/bcftools_consensus/1.10,Tool: bcftools consensus. Description: Create consensus sequence by applying VCF variants to a reference fasta file. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_concat/bcftools_concat/1.10,Tool: bcftools concat. Description: Concatenate or combine VCF/BCF files. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_mendelian/bcftools_plugin_mendelian/1.10,Tool: bcftools mendelian. Description: plugin Count Mendelian consistent / inconsistent genotypes. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_mpileup/bcftools_mpileup/1.10,Tool: bcftools mpileup. Description: Generate VCF or BCF containing genotype likelihoods for one or multiple alignment (BAM or CRAM) files. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_counts/bcftools_plugin_counts/1.10+galaxy1,"Tool: bcftools counts. Description: plugin  counts number of samples, SNPs, INDELs, MNPs and total sites. Category: VCF/BCF."
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_setgt/bcftools_plugin_setgt/1.10,Tool: bcftools setGT. Description: plugin Sets genotypes. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_cnv/bcftools_cnv/1.10,Tool: bcftools cnv. Description: Call copy number variation from VCF B-allele frequency (BAF) and Log R Ratio intensity (LRR) values. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_missing2ref/bcftools_plugin_missing2ref/1.10,Tool: bcftools missing2ref. Description: plugin Set missing genotypes. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_query_list_samples/bcftools_query_list_samples/1.10,Tool: bcftools List Samples. Description: in VCF/BCF file. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_norm/bcftools_norm/1.10,Tool: bcftools norm. Description: Left-align and normalize indels; check if REF alleles match the reference; split multiallelic sites into multiple rows; recover multiallelics from multiple rows. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_convert_to_vcf/bcftools_convert_to_vcf/1.10,Tool: bcftools convert to vcf. Description: Converts other formats to VCF/BCFk. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_fixploidy/bcftools_plugin_fixploidy/1.10,Tool: bcftools fixploidy. Description: plugin  Fix ploidy. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/bcftools_gtcheck/bcftools_gtcheck/1.10,Tool: bcftools gtcheck. Description: Check sample identity. Category: VCF/BCF.
toolshed.g2.bx.psu.edu/repos/iuc/exonerate/exonerate/2.4.0+galaxy2,Tool: Exonerate. Description: pairwise sequence comparison. Category: Annotation.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_absrel/hyphy_absrel/2.5.5+galaxy0,Tool: HyPhy-aBSREL. Description: adaptive Branch Site Random Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_bgm/hyphy_bgm/2.5.5+galaxy0,Tool: HyPhy-BGM. Description: - Detecting coevolving sites via Bayesian graphical models. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_busted/hyphy_busted/2.5.5+galaxy0,Tool: HyPhy-BUSTED. Description: Branch-site Unrestricted Statistical Test for Episodic Diversification. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fade/hyphy_fade/2.5.5+galaxy0,Tool: HyPhy-FADE. Description: : FUBAR* Approach to Directional Evolution (*Fast    Unconstrained Bayesian Approximation). Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fel/hyphy_fel/2.5.5+galaxy0,Tool: HyPhy-FEL. Description: Fixed Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fubar/hyphy_fubar/2.5.5+galaxy0,Tool: HyPhy-FUBAR. Description: Fast Unconstrained Bayesian AppRoximation. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_gard/hyphy_gard/2.5.5+galaxy0,Tool: HyPhy-GARD. Description: Genetic Algorithm for Recombination Detection. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_meme/hyphy_meme/2.5.5+galaxy0,Tool: HyPhy-MEME. Description: Mixed Effects Model of Evolution. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_relax/hyphy_relax/2.5.5+galaxy0,Tool: HyPhy-RELAX. Description: Detect relaxed selection in a codon-based    phylogenetic framework. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_slac/hyphy_slac/2.5.5+galaxy0,Tool: HyPhy-SLAC. Description: Single Likelihood Ancestor Counting. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_sm19/hyphy_sm19/2.5.5+galaxy0,Tool: HyPhy-SM2019. Description: Partition Tree using Modified Slatkin-Maddison Test. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.11.40.6+galaxy1,Tool: DESeq2. Description: Determines differentially expressed features from count tables. Category: RNA-seq.
toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.1,Tool: FASTA-to-Tabular. Description: converter. Category: Convert Formats.
toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.1.5,Tool: FASTQ Quality Trimmer. Description: by sliding window. Category: FASTA/FASTQ.
toolshed.g2.bx.psu.edu/repos/devteam/fasta_filter_by_length/fasta_filter_by_length/1.2,Tool: Filter sequences by length. Description:  . Category: FASTA/FASTQ.
toolshed.g2.bx.psu.edu/repos/devteam/fasta_concatenate_by_species/fasta_concatenate0/0.0.1,Tool: Concatenate. Description: FASTA alignment by species. Category: FASTA/FASTQ.
toolshed.g2.bx.psu.edu/repos/devteam/fasta_compute_length/fasta_compute_length/1.0.3,Tool: Compute sequence length. Description:  . Category: FASTA/FASTQ.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/3.3.2.0.0,Tool: plotProfile. Description: creates a profile plot for score distributions across genomic regions. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/3.3.2.0.0,Tool: bamCoverage. Description: generates a coverage bigWig file from a given BAM or CRAM file. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/3.3.2.0.0,Tool: plotPCA. Description: Generate principal component analysis (PCA) plots from multiBamSummary or multiBigwigSummary output. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/3.3.2.0.1,Tool: plotHeatmap. Description: creates a heatmap for score distributions across genomic regions. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/3.3.2.0.0,Tool: plotFingerprint. Description: plots profiles of BAM files; useful for assessing ChIP signal strength. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/3.3.2.0.0,Tool: plotEnrichment. Description: plots read/fragment coverage over sets of regions. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_coverage/deeptools_plot_coverage/3.3.2.0.0,Tool: plotCoverage. Description: assesses the sequencing depth of BAM/CRAM files. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/3.3.2.0.0,Tool: plotCorrelation. Description: Create a heatmap or scatterplot of correlation scores between different samples. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/3.3.2.0.0,Tool: multiBigwigSummary. Description: calculates average scores for a list of two or more bigwig files. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/3.3.2.0.0,Tool: multiBamSummary. Description: calculates average read coverages for a list of two or more BAM/CRAM files. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/3.3.2.0.0,Tool: correctGCBias. Description: uses the output from computeGCBias to generate GC-corrected BAM/CRAM files. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/3.3.2.0.0,Tool: computeMatrix. Description: prepares data for plotting a heatmap or a profile of given regions. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/3.3.2.0.0,Tool: computeGCBias. Description: Determine the GC bias of your sequenced reads. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/3.3.2.0.0,"Tool: bigwigCompare. Description: normalizes and compares two bigWig files to obtain the ratio, log2ratio or difference between them. Category: deepTools."
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/3.3.2.0.0,Tool: bamPEFragmentSize. Description: Estimate the predominant cDNA fragment length from paired-end sequenced BAM/CRAM files. Category: deepTools.
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/3.3.2.0.0,"Tool: bamCompare. Description: normalizes and compares two BAM or CRAM files to obtain the ratio, log2ratio or difference between them. Category: deepTools."
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_view/0.9.29,Tool: Diamond. Description: generate formatted output from DAA files. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/0.9.29.0,Tool: Diamond. Description: alignment tool for short sequences against a protein database. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/0.9.29,Tool: Diamond makedb. Description: Build database from a FASTA file. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_generalized_linear/sklearn_generalized_linear/1.0.8.1,Tool: Generalized linear models. Description: for classification and regression. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_discriminant_classifier/sklearn_discriminant_classifier/1.0.8.1,Tool: Discriminant Analysis. Description:  . Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_regression_metrics/sklearn_regression_metrics/1.0.8.1,Tool: Calculate metrics. Description: for regression performance. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_clf_metrics/sklearn_clf_metrics/1.0.8.1,Tool: Calculate metrics. Description: for classification performance. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_data_preprocess/sklearn_data_preprocess/1.0.8.1,Tool: Preprocess. Description: raw feature vectors into standardized datasets. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_feature_selection/sklearn_feature_selection/1.0.8.1,"Tool: Feature Selection. Description: module, including univariate filter selection methods and recursive feature elimination algorithm. Category: Machine Learning."
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_ensemble/sklearn_ensemble/1.0.8.1,Tool: Ensemble methods. Description: for classification and regression. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_numeric_clustering/sklearn_numeric_clustering/1.0.8.1,Tool: Numeric Clustering. Description:  . Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_nn_classifier/sklearn_nn_classifier/1.0.8.1,Tool: Nearest Neighbors Classification. Description:  . Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_pairwise_metrics/sklearn_pairwise_metrics/1.0.8.1,Tool: Evaluate pairwise distances. Description: or compute affinity or kernel for sets of samples. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_build_pipeline/sklearn_build_pipeline/1.0.8.1,"Tool: Pipeline Builder. Description: an all-in-one platform to build pipeline, single estimator, preprocessor and custom wrappers. Category: Machine Learning."
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_searchcv/sklearn_searchcv/1.0.8.1,Tool: Hyperparameter Search. Description: performs hyperparameter optimization using various SearchCVs. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_sample_generator/sklearn_sample_generator/1.0.8.1,Tool: Generate. Description: random samples with controlled size and complexity. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_svm_classifier/sklearn_svm_classifier/1.0.8.1,Tool: Support vector machines (SVMs). Description: for classification. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_model_validation/sklearn_model_validation/1.0.8.1,"Tool: Model Validation. Description: includes cross_validate, cross_val_predict, learning_curve, and more. Category: Machine Learning."
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_estimator_attributes/sklearn_estimator_attributes/1.0.8.1,Tool: Estimator attributes. Description: get important attributes from an estimator or scikit object. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_train_test_eval/sklearn_train_test_eval/1.0.8.1,"Tool: Train, Test and Evaluation. Description: fit a model using part of dataset and evaluate using the rest. Category: Machine Learning."
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_stacking_ensemble_models/sklearn_stacking_ensemble_models/1.0.8.1,"Tool: Stacking Ensembles. Description: builds stacking, voting ensemble models with numerous base options. Category: Machine Learning."
toolshed.g2.bx.psu.edu/repos/bgruening/keras_batch_models/keras_batch_models/0.5.0,Tool: Build Deep learning Batch Training Models. Description: with online data generator for Genomic/Protein sequences and images. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/keras_model_builder/keras_model_builder/0.5.0,"Tool: Create deep learning model. Description: with an optimizer, loss function and fit parameters. Category: Machine Learning."
toolshed.g2.bx.psu.edu/repos/bgruening/keras_model_config/keras_model_config/0.5.0,Tool: Create a deep learning model architecture. Description: using Keras. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/model_prediction/model_prediction/1.0.8.1,Tool: Model Prediction. Description: predicts on new data using a preffited model. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_model_fit/sklearn_model_fit/1.0.8.1,"Tool: Fit a Pipeline, Ensemble. Description: or other models using a labeled dataset. Category: Machine Learning."
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_train_test_split/sklearn_train_test_split/1.0.8.1,Tool: Split Dataset. Description: into training and test subsets. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_fitted_model_eval/sklearn_fitted_model_eval/1.0.8.1,Tool: Evaluate a Fitted Model. Description: using a new batch of labeled data. Category: Machine Learning.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_absrel/hyphy_absrel/2.5.7+galaxy0,Tool: HyPhy-aBSREL. Description: adaptive Branch Site Random Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_bgm/hyphy_bgm/2.5.7+galaxy0,Tool: HyPhy-BGM. Description: - Detecting coevolving sites via Bayesian graphical models. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_busted/hyphy_busted/2.5.7+galaxy0,Tool: HyPhy-BUSTED. Description: Branch-site Unrestricted Statistical Test for Episodic Diversification. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fade/hyphy_fade/2.5.7+galaxy0,Tool: HyPhy-FADE. Description: : FUBAR* Approach to Directional Evolution (*Fast    Unconstrained Bayesian Approximation). Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fel/hyphy_fel/2.5.7+galaxy0,Tool: HyPhy-FEL. Description: Fixed Effects Likelihood. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_fubar/hyphy_fubar/2.5.7+galaxy0,Tool: HyPhy-FUBAR. Description: Fast Unconstrained Bayesian AppRoximation. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_gard/hyphy_gard/2.5.7+galaxy0,Tool: HyPhy-GARD. Description: Genetic Algorithm for Recombination Detection. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_meme/hyphy_meme/2.5.7+galaxy0,Tool: HyPhy-MEME. Description: Mixed Effects Model of Evolution. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_relax/hyphy_relax/2.5.7+galaxy0,Tool: HyPhy-RELAX. Description: Detect relaxed selection in a codon-based    phylogenetic framework. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_slac/hyphy_slac/2.5.7+galaxy0,Tool: HyPhy-SLAC. Description: Single Likelihood Ancestor Counting. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/iuc/hyphy_sm19/hyphy_sm19/2.5.7+galaxy0,Tool: HyPhy-SM2019. Description: Partition Tree using Modified Slatkin-Maddison Test. Category: HyPhy.
toolshed.g2.bx.psu.edu/repos/bgruening/split_file_to_collection/split_file_to_collection/0.4.0,Tool: Split file. Description: to dataset collection. Category: Collection Operations.
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.10.4+galaxy1,Tool: Download and Extract Reads in BAM. Description: format from NCBI SRA. Category: Get Data.
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fasterq_dump/2.10.4+galaxy1,Tool: Faster Download and Extract Reads in FASTQ. Description: format from NCBI SRA. Category: Get Data.
toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.10.4+galaxy1,Tool: Download and Extract Reads in FASTA/Q. Description: format from NCBI SRA. Category: Get Data.
toolshed.g2.bx.psu.edu/repos/bgruening/ml_visualization_ex/ml_visualization_ex/1.0.8.2,Tool: Machine Learning Visualization Extension. Description: includes several types of plotting for machine learning. Category: Graph/Display Data.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_plotqualityprofile/dada2_plotQualityProfile/1.14+galaxy0,Tool: dada2: plotQualityProfile. Description: plot a visual summary of the quality scores. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_plotcomplexity/dada2_plotComplexity/1.14+galaxy0,Tool: dada2: plotComplexity. Description: Plot sequence complexity profile. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_assigntaxonomyaddspecies/dada2_assignTaxonomyAddspecies/1.14+galaxy0,Tool: dada2: assignTaxonomy and addSpecies. Description: Learn Error rates. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_removebimeradenovo/dada2_removeBimeraDenovo/1.14+galaxy0,Tool: dada2: removeBimeraDenovo. Description: Remove bimeras from collections of unique sequences. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_filterandtrim/dada2_filterAndTrim/1.14+galaxy0,Tool: dada2: filterAndTrim. Description: Filter and trim short read data. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_dada/dada2_dada/1.14+galaxy0,Tool: dada2: dada. Description: Remove sequencing errors. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_learnerrors/dada2_learnErrors/1.14+galaxy0,Tool: dada2: learnErrors. Description: Learn Error rates. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_makesequencetable/dada2_makeSequenceTable/1.14+galaxy0,Tool: dada2: makeSequenceTable. Description: construct a sequence table (analogous to OTU table). Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_mergepairs/dada2_mergePairs/1.14+galaxy0,Tool: dada2: mergePairs. Description: Merge denoised forward and reverse reads. Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/iuc/dada2_seqcounts/dada2_seqCounts/1.14+galaxy0,Tool: dada2: sequence counts. Description:  . Category: Metagenomic Analysis.
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_generalized_linear/sklearn_generalized_linear/1.0.8.2,Tool: Generalized linear models. Description: for classification and regression. Category: Machine Learning.
