model_class,id,name,version,description,labels,icon,edam_operations,edam_topics,hidden,is_workflow_compatible,xrefs,link,min_width,target,panel_section_id,panel_section_name,form_style,tool_shed_repository.name,tool_shed_repository.owner,tool_shed_repository.changeset_revision,tool_shed_repository.tool_shed
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_mpileup/bcftools_mpileup/1.9+galaxy2,bcftools mpileup,1.9+galaxy2,Generate VCF or BCF containing genotype likelihoods for one or multiple alignment (BAM or CRAM) files,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbcftools_mpileup%2Fbcftools_mpileup%2F1.9%2Bgalaxy2,-1,galaxy_main,vcf_bcf,VCF/BCF,regular,bcftools_mpileup,iuc,a0c219ecb5e7,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_counts/bcftools_plugin_counts/1.9+galaxy1,bcftools counts,1.9+galaxy1,"plugin  counts number of samples, SNPs, INDELs, MNPs and total sites",[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbcftools_plugin_counts%2Fbcftools_plugin_counts%2F1.9%2Bgalaxy1,-1,galaxy_main,vcf_bcf,VCF/BCF,regular,bcftools_plugin_counts,iuc,3f7900995059,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_setgt/bcftools_plugin_setgt/1.9+galaxy1,bcftools setGT,1.9+galaxy1,plugin Sets genotypes,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbcftools_plugin_setgt%2Fbcftools_plugin_setgt%2F1.9%2Bgalaxy1,-1,galaxy_main,vcf_bcf,VCF/BCF,regular,bcftools_plugin_setgt,iuc,6a5fa818bd0d,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_cnv/bcftools_cnv/1.9+galaxy1,bcftools cnv,1.9+galaxy1,Call copy number variation from VCF B-allele frequency (BAF) and Log R Ratio intensity (LRR) values,[],,[],[],,true,"[{""value"":""bcftools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbcftools_cnv%2Fbcftools_cnv%2F1.9%2Bgalaxy1,-1,galaxy_main,vcf_bcf,VCF/BCF,regular,bcftools_cnv,iuc,635532ff1ac9,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_missing2ref/bcftools_plugin_missing2ref/1.9+galaxy1,bcftools missing2ref,1.9+galaxy1,plugin Set missing genotypes,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbcftools_plugin_missing2ref%2Fbcftools_plugin_missing2ref%2F1.9%2Bgalaxy1,-1,galaxy_main,vcf_bcf,VCF/BCF,regular,bcftools_plugin_missing2ref,iuc,e09707e8607b,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_query_list_samples/bcftools_query_list_samples/1.9,bcftools List Samples,1.9,in VCF/BCF file,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbcftools_query_list_samples%2Fbcftools_query_list_samples%2F1.9,-1,galaxy_main,vcf_bcf,VCF/BCF,regular,bcftools_query_list_samples,iuc,18cf9de1cf73,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_norm/bcftools_norm/1.9+galaxy1,bcftools norm,1.9+galaxy1,Left-align and normalize indels; check if REF alleles match the reference; split multiallelic sites into multiple rows; recover multiallelics from multiple rows,[],,[],[],,true,"[{""value"":""bcftools"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbcftools_norm%2Fbcftools_norm%2F1.9%2Bgalaxy1,-1,galaxy_main,vcf_bcf,VCF/BCF,regular,bcftools_norm,iuc,da6fc9f4a367,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_convert_to_vcf/bcftools_convert_to_vcf/1.9+galaxy1,bcftools convert to vcf,1.9+galaxy1,Converts other formats to VCF/BCFk,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbcftools_convert_to_vcf%2Fbcftools_convert_to_vcf%2F1.9%2Bgalaxy1,-1,galaxy_main,vcf_bcf,VCF/BCF,regular,bcftools_convert_to_vcf,iuc,7887b9d94c05,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_plugin_fixploidy/bcftools_plugin_fixploidy/1.9+galaxy1,bcftools fixploidy,1.9+galaxy1,plugin  Fix ploidy,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbcftools_plugin_fixploidy%2Fbcftools_plugin_fixploidy%2F1.9%2Bgalaxy1,-1,galaxy_main,vcf_bcf,VCF/BCF,regular,bcftools_plugin_fixploidy,iuc,26b8544f015e,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/bcftools_gtcheck/bcftools_gtcheck/1.9+galaxy1,bcftools gtcheck,1.9+galaxy1,Check sample identity,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbcftools_gtcheck%2Fbcftools_gtcheck%2F1.9%2Bgalaxy1,-1,galaxy_main,vcf_bcf,VCF/BCF,regular,bcftools_gtcheck,iuc,9243f0e24906,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/plotly_regression_performance_plots/plotly_regression_performance_plots/0.1,Plot actual vs predicted curves and residual plots,0.1,of tabular data,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""},{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fplotly_regression_performance_plots%2Fplotly_regression_performance_plots%2F0.1,-1,galaxy_main,graph_display_data,Graph/Display Data,regular,plotly_regression_performance_plots,bgruening,389227fa1864,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/plotly_ml_performance_plots/plotly_ml_performance_plots/0.1,"Plot confusion matrix, precision, recall and ROC and AUC curves",0.1,of tabular data,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fplotly_ml_performance_plots%2Fplotly_ml_performance_plots%2F0.1,-1,galaxy_main,graph_display_data,Graph/Display Data,regular,plotly_ml_performance_plots,bgruening,85da91bbdbfb,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/plotly_parallel_coordinates_plot/plotly_parallel_coordinates_plot/0.1,Parallel Coordinates Plot,0.1,of tabular data,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fplotly_parallel_coordinates_plot%2Fplotly_parallel_coordinates_plot%2F0.1,-1,galaxy_main,graph_display_data,Graph/Display Data,regular,plotly_parallel_coordinates_plot,bgruening,7b21a9b5922f,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/ml_visualization_ex/ml_visualization_ex/1.0.7.12,Machine Learning Visualization Extension,1.0.7.12,includes several types of plotting for machine learning,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fml_visualization_ex%2Fml_visualization_ex%2F1.0.7.12,-1,galaxy_main,graph_display_data,Graph/Display Data,regular,ml_visualization_ex,bgruening,09efff9a5765,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_generalized_linear/sklearn_generalized_linear/1.0.7.12,Generalized linear models,1.0.7.12,for classification and regression,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_generalized_linear%2Fsklearn_generalized_linear%2F1.0.7.12,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_generalized_linear,bgruening,63417d0acc72,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/create_tool_recommendation_model/create_tool_recommendation_model/0.0.4,Create a model to recommend tools,0.0.4,using deep learning,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fcreate_tool_recommendation_model%2Fcreate_tool_recommendation_model%2F0.0.4,-1,galaxy_main,machine_learning,Machine Learning,regular,create_tool_recommendation_model,bgruening,4f7e6612906b,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/model_prediction/model_prediction/1.0.8.4,Model Prediction,1.0.8.4,predicts on new data using a preffited model,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fmodel_prediction%2Fmodel_prediction%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,model_prediction,bgruening,29e4122c90de,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_stacking_ensemble_models/sklearn_stacking_ensemble_models/1.0.8.4,Stacking Ensembles,1.0.8.4,"builds stacking, voting ensemble models with numerous base options",[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_stacking_ensemble_models%2Fsklearn_stacking_ensemble_models%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_stacking_ensemble_models,bgruening,b94babda32e4,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_train_test_eval/sklearn_train_test_eval/1.0.8.4,"Train, Test and Evaluation",1.0.8.4,fit a model using part of dataset and evaluate using the rest,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_train_test_eval%2Fsklearn_train_test_eval%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_train_test_eval,bgruening,4d1637cac794,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_estimator_attributes/sklearn_estimator_attributes/1.0.8.4,Estimator attributes,1.0.8.4,get important attributes from an estimator or scikit object,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_estimator_attributes%2Fsklearn_estimator_attributes%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_estimator_attributes,bgruening,d0352e8b4c10,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_model_validation/sklearn_model_validation/1.0.8.4,Model Validation,1.0.8.4,"includes cross_validate, cross_val_predict, learning_curve, and more",[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_model_validation%2Fsklearn_model_validation%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_model_validation,bgruening,5d5d9cc554f9,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_svm_classifier/sklearn_svm_classifier/1.0.8.4,Support vector machines (SVMs),1.0.8.4,for classification,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_svm_classifier%2Fsklearn_svm_classifier%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_svm_classifier,bgruening,b7c3e9a3b954,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_sample_generator/sklearn_sample_generator/1.0.8.4,Generate,1.0.8.4,random samples with controlled size and complexity,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_sample_generator%2Fsklearn_sample_generator%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_sample_generator,bgruening,eb41d87cb1de,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_searchcv/sklearn_searchcv/1.0.8.4,Hyperparameter Search,1.0.8.4,performs hyperparameter optimization using various SearchCVs,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_searchcv%2Fsklearn_searchcv%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_searchcv,bgruening,301e07345c93,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_build_pipeline/sklearn_build_pipeline/1.0.8.4,Pipeline Builder,1.0.8.4,"an all-in-one platform to build pipeline, single estimator, preprocessor and custom wrappers",[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_build_pipeline%2Fsklearn_build_pipeline%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_build_pipeline,bgruening,b1eda492f063,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_pairwise_metrics/sklearn_pairwise_metrics/1.0.8.4,Evaluate pairwise distances,1.0.8.4,or compute affinity or kernel for sets of samples,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_pairwise_metrics%2Fsklearn_pairwise_metrics%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_pairwise_metrics,bgruening,b07416ec8d16,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_nn_classifier/sklearn_nn_classifier/1.0.8.4,Nearest Neighbors Classification,1.0.8.4,,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_nn_classifier%2Fsklearn_nn_classifier%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_nn_classifier,bgruening,2c58b83c9bad,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_numeric_clustering/sklearn_numeric_clustering/1.0.8.4,Numeric Clustering,1.0.8.4,,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_numeric_clustering%2Fsklearn_numeric_clustering%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_numeric_clustering,bgruening,7dd3fb35904f,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_ensemble/sklearn_ensemble/1.0.8.4,Ensemble methods,1.0.8.4,for classification and regression,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_ensemble%2Fsklearn_ensemble%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_ensemble,bgruening,a07ab242b0b5,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_feature_selection/sklearn_feature_selection/1.0.8.4,Feature Selection,1.0.8.4,"module, including univariate filter selection methods and recursive feature elimination algorithm",[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_feature_selection%2Fsklearn_feature_selection%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_feature_selection,bgruening,4483b84310ec,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_data_preprocess/sklearn_data_preprocess/1.0.8.4,Preprocess,1.0.8.4,raw feature vectors into standardized datasets,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_data_preprocess%2Fsklearn_data_preprocess%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_data_preprocess,bgruening,80074b842ebd,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_clf_metrics/sklearn_clf_metrics/1.0.8.4,Calculate metrics,1.0.8.4,for classification performance,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_clf_metrics%2Fsklearn_clf_metrics%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_clf_metrics,bgruening,0ee984c1cbd6,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_regression_metrics/sklearn_regression_metrics/1.0.8.4,Calculate metrics,1.0.8.4,for regression performance,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_regression_metrics%2Fsklearn_regression_metrics%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_regression_metrics,bgruening,5c9fb40ae174,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_discriminant_classifier/sklearn_discriminant_classifier/1.0.8.4,Discriminant Analysis,1.0.8.4,,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_discriminant_classifier%2Fsklearn_discriminant_classifier%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_discriminant_classifier,bgruening,4335cec181ba,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_generalized_linear/sklearn_generalized_linear/1.0.8.4,Generalized linear models,1.0.8.4,for classification and regression,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_generalized_linear%2Fsklearn_generalized_linear%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_generalized_linear,bgruening,dc4b5fd604a6,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_model_fit/sklearn_model_fit/1.0.8.4,"Fit a Pipeline, Ensemble",1.0.8.4,or other models using a labeled dataset,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_model_fit%2Fsklearn_model_fit%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_model_fit,bgruening,fc70bf5c3b58,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_train_test_split/sklearn_train_test_split/1.0.8.4,Split Dataset,1.0.8.4,into training and test subsets,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_train_test_split%2Fsklearn_train_test_split%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_train_test_split,bgruening,6e25381dad5c,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_fitted_model_eval/sklearn_fitted_model_eval/1.0.8.4,Evaluate a Fitted Model,1.0.8.4,using a new batch of labeled data,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_fitted_model_eval%2Fsklearn_fitted_model_eval%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_fitted_model_eval,bgruening,c2e2aa55dd5c,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_to_categorical/sklearn_to_categorical/1.0.8.4,To categorical,1.0.8.4,Converts a class vector (integers) to binary class matrix,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_to_categorical%2Fsklearn_to_categorical%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_to_categorical,bgruening,14180f9c831e,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_lightgbm/sklearn_lightgbm/1.0.8.4,LightGBM,1.0.8.4,- train and apply LightGBM models,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_lightgbm%2Fsklearn_lightgbm%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_lightgbm,bgruening,27f8bd20a936,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_pca/sklearn_pca/1.0.8.4+galaxy0,Principal component analysis,1.0.8.4+galaxy0,with scikit-learn,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsklearn_pca%2Fsklearn_pca%2F1.0.8.4%2Bgalaxy0,-1,galaxy_main,machine_learning,Machine Learning,regular,sklearn_pca,bgruening,3af626081467,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/keras_train_and_eval/keras_train_and_eval/1.0.8.4,Deep learning training and evaluation,1.0.8.4,conduct deep training and evaluation either implicitly or explicitly,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fkeras_train_and_eval%2Fkeras_train_and_eval%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,keras_train_and_eval,bgruening,e1317b5502fa,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/scipy_sparse/scipy_sparse/1.0.8.4,Sparse Matrix Functions,1.0.8.4,for manipulating 2-D Scipy sparse numeric data,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fscipy_sparse%2Fscipy_sparse%2F1.0.8.4,-1,galaxy_main,machine_learning,Machine Learning,regular,scipy_sparse,bgruening,4efac966af2a,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/create_tool_recommendation_model/create_tool_recommendation_model/0.0.5,Create a model to recommend tools,0.0.5,using deep learning,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fcreate_tool_recommendation_model%2Fcreate_tool_recommendation_model%2F0.0.5,-1,galaxy_main,machine_learning,Machine Learning,regular,create_tool_recommendation_model,bgruening,e94dc7945639,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/iuc/chopin2/chopin2/1.0.7+galaxy1,chopin2,1.0.7+galaxy1,Domain-Agnostic Supervised Learning with Hyperdimensional Computing,[],,[],[],,true,[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fchopin2%2Fchopin2%2F1.0.7%2Bgalaxy1,-1,galaxy_main,machine_learning,Machine Learning,regular,chopin2,iuc,d49893faf877,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/keras_train_and_eval/keras_train_and_eval/1.0.8.2,Deep learning training and evaluation,1.0.8.2,conduct deep training and evaluation either implicitly or explicitly,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fkeras_train_and_eval%2Fkeras_train_and_eval%2F1.0.8.2,-1,galaxy_main,machine_learning,Machine Learning,regular,keras_train_and_eval,bgruening,f1b9a42d6809,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/model_prediction/model_prediction/1.0.10.0,Model Prediction,1.0.10.0,predicts on new data using a preffited model,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fmodel_prediction%2Fmodel_prediction%2F1.0.10.0,-1,galaxy_main,machine_learning,Machine Learning,regular,model_prediction,bgruening,9991c4ddde14,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/keras_model_config/keras_model_config/1.0.10.0,Create a deep learning model architecture,1.0.10.0,using Keras,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fkeras_model_config%2Fkeras_model_config%2F1.0.10.0,-1,galaxy_main,machine_learning,Machine Learning,regular,keras_model_config,bgruening,f22a9297440f,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/keras_model_builder/keras_model_builder/1.0.10.0,Create deep learning model,1.0.10.0,"with an optimizer, loss function and fit parameters",[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fkeras_model_builder%2Fkeras_model_builder%2F1.0.10.0,-1,galaxy_main,machine_learning,Machine Learning,regular,keras_model_builder,bgruening,66d7efc06000,toolshed.g2.bx.psu.edu
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/keras_batch_models/keras_batch_models/1.0.10.0,Build Deep learning Batch Training Models,1.0.10.0,with online data generator for Genomic/Protein sequences and images,[],,[],[],,true,"[{""value"":""scikit-learn"",""type"":""bio.tools""}]",/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fkeras_batch_models%2Fkeras_batch_models%2F1.0.10.0,-1,galaxy_main,machine_learning,Machine Learning,regular,keras_batch_models,bgruening,305c1229ac99,toolshed.g2.bx.psu.edu
